geoid_5_digit,total_restrictions,municipal_level_restrictions,county_level_restrictions,battery_storage,solar,transmission_line,wind,GEO_ID.x,NAME.x,median_income,GEO_ID.y,NAME.y,population,B01003_001M,...5,USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,county_name,state_name,state_geography_id,geography_id,utility_pv,land_based_wind,csp,residential_pv,commercial_pv,distributed_wind,density,solar_normalized,wind_normalized,solar_and_wind_normalized
19195,1,0,1,0,0,0,1,0500000US19195,"Worth County, Iowa",69897,0500000US19195,"Worth County, Iowa",7417,*****,NA,IA,19195,465286,Worth County,1036314934,4709127,400.123,1.818,43.373491,-93.248533,Worth,Iowa,G19,G1901950,50047256.79,5880212.67,0,24368.73,41042.45,7723372,18.53679993402029,0,1.700618763504688e-7,1.700618763504688e-7
20009,1,0,1,0,1,0,0,0500000US20009,"Barton County, Kansas",54634,0500000US20009,"Barton County, Kansas",25477,*****,NA,KS,20009,484974,Barton County,2318705430,13926862,895.257,5.377,38.481239,-98.767837,Barton,Kansas,G20,G2000090,126418776.3,9929548.12,235444043.1,86018.31,112421.04,11029318.43,28.457750120915,7.910217368557142e-9,0,7.910217368557142e-9
20013,1,0,1,0,0,0,1,0500000US20013,"Brown County, Kansas",55876,0500000US20013,"Brown County, Kansas",9486,*****,NA,KS,20013,484976,Brown County,1478550074,3196147,570.871,1.234,39.825931,-95.569905,Brown,Kansas,G20,G2000130,64699923.12,10247230.39,49160066.62,31161.65,46759.25,8855892.54,16.61671375844981,0,9.758734428142392e-8,9.758734428142392e-8
20021,1,0,1,0,0,0,1,0500000US20021,"Cherokee County, Kansas",53382,0500000US20021,"Cherokee County, Kansas",19380,*****,NA,KS,20021,484980,Cherokee County,1521791033,8951464,587.567,3.456,37.169392,-94.845698,Cherokee,Kansas,G20,G2000210,76601788.16,5504889.75,140561147.7,58520.62,48367.82,10636499.88,32.98347252313353,0,1.816566807718538e-7,1.816566807718538e-7
20045,1,0,1,0,1,0,0,0500000US20045,"Douglas County, Kansas",66153,0500000US20045,"Douglas County, Kansas",119094,*****,NA,KS,20045,484992,Douglas County,1180423633,48879513,455.764,18.872,38.896417,-95.290947,Douglas,Kansas,G20,G2000450,44149493.98,4403630.49,39471707.38,202168.6,200869.42,9743708.76,261.3062900975066,2.2650316229060436e-8,0,2.2650316229060436e-8
20059,1,0,1,0,1,0,0,0500000US20059,"Franklin County, Kansas",68217,0500000US20059,"Franklin County, Kansas",25968,*****,NA,KS,20059,484998,Franklin County,1480882201,13893465,571.772,5.364,38.558019,-95.278962,Franklin,Kansas,G20,G2000590,70202211.27,8174163.9,100241156.8,69402.01,65890.36,11277962.14,45.4167045605591,1.4244565547286928e-8,0,1.4244565547286928e-8
20079,1,0,1,0,1,0,0,0500000US20079,"Harvey County, Kansas",70685,0500000US20079,"Harvey County, Kansas",33959,*****,NA,KS,20079,485005,Harvey County,1397961185,2503283,539.756,0.967,38.050144,-97.436706,Harvey,Kansas,G20,G2000790,77298717.98,4449827.35,149928326.4,106477.9,194039.13,12044483.71,62.91546550663634,1.2936825165182382e-8,0,1.2936825165182382e-8
20091,1,0,1,0,1,0,0,0500000US20091,"Johnson County, Kansas",103644,0500000US20091,"Johnson County, Kansas",610742,*****,NA,KS,20091,485010,Johnson County,1226670341,16328380,473.62,6.304,38.883907,-94.82233,Johnson,Kansas,G20,G2000910,32952791.02,1321134.6,21969924.77,1212279.96,1172656.22,12830574.33,1289.519023689878,3.034644317056698e-8,0,3.034644317056698e-8
20093,1,0,1,0,0,0,1,0500000US20093,"Kearny County, Kansas",68750,0500000US20093,"Kearny County, Kansas",3964,*****,NA,KS,20093,485011,Kearny County,2254696659,1133601,870.543,0.438,37.994461,-101.308136,Kearny,Kansas,G20,G2000930,136092517.1,10860190.33,329641635.3,10358.29,13007.13,2480548.94,4.553479839594368,0,9.207941754368867e-8,9.207941754368867e-8
20099,1,0,1,0,0,0,1,0500000US20099,"Labette County, Kansas",56143,0500000US20099,"Labette County, Kansas",20096,*****,NA,KS,20099,485014,Labette County,1671559662,20007244,645.393,7.725,37.191468,-95.297473,Labette,Kansas,G20,G2000990,88491014.06,7925509.62,163902051.1,62714.32,68750.18,12142369.63,31.137616924881428,0,1.2617485158008047e-7,1.2617485158008047e-7
20103,1,0,1,0,0,0,1,0500000US20103,"Leavenworth County, Kansas",84307,0500000US20103,"Leavenworth County, Kansas",82050,*****,NA,KS,20103,485016,Leavenworth County,1200222434,14334525,463.408,5.535,39.189511,-95.038977,Leavenworth,Kansas,G20,G2001030,40283994.33,2945310.5,5797281.26,174804.52,183180.4,8942682.51,177.05779788005387,0,3.395227769703737e-7,3.395227769703737e-7
20107,1,0,1,0,0,0,1,0500000US20107,"Linn County, Kansas",56697,0500000US20107,"Linn County, Kansas",9696,*****,NA,KS,20107,485018,Linn County,1538662703,31893232,594.081,12.314,38.216549,-94.844932,Linn,Kansas,G20,G2001070,65523720.38,4579870.98,87428160.93,27459.92,32045.38,9989225.54,16.321006731405312,0,2.1834676224874787e-7,2.1834676224874787e-7
20113,1,0,1,0,1,0,0,0500000US20113,"McPherson County, Kansas",71250,0500000US20113,"McPherson County, Kansas",30085,*****,NA,KS,20113,485021,McPherson County,2326547432,6003328,898.285,2.318,38.395812,-97.647489,McPherson,Kansas,G20,G2001130,123786349.6,12082900.99,215118912.5,100703.03,329293.15,15419905.57,33.49159787817898,8.078435168589865e-9,0,8.078435168589865e-9
20131,1,0,1,0,0,0,1,0500000US20131,"Nemaha County, Kansas",72788,0500000US20131,"Nemaha County, Kansas",10219,*****,NA,KS,20131,485029,Nemaha County,1858128456,5204921,717.427,2.01,39.791043,-96.005381,Nemaha,Kansas,G20,G2001310,74507175.42,10251950.21,37338794.62,31598.31,45907,9854580.99,14.243957921851282,0,9.754241676130808e-8,9.754241676130808e-8
20139,1,0,1,0,1,0,0,0500000US20139,"Osage County, Kansas",66155,0500000US20139,"Osage County, Kansas",15787,*****,NA,KS,20139,485033,Osage County,1827253333,37137002,705.506,14.339,38.650215,-95.708255,Osage,Kansas,G20,G2001390,85839079.32,5679694.9,122770430.1,48667.48,50801.5,12972722.22,22.376847255728514,1.1649705564432889e-8,0,1.1649705564432889e-8
20151,1,0,1,0,1,0,0,0500000US20151,"Pratt County, Kansas",61685,0500000US20151,"Pratt County, Kansas",9175,*****,NA,KS,20151,485039,Pratt County,1903740938,1771939,735.039,0.684,37.647594,-98.74012,Pratt,Kansas,G20,G2001510,109886590.7,6742321.85,224579448.3,29500.28,37366.78,6478890.9,12.482330869518488,9.100291433466049e-9,0,9.100291433466049e-9
20155,1,0,1,0,0,0,1,0500000US20155,"Reno County, Kansas",57390,0500000US20155,"Reno County, Kansas",61881,*****,NA,KS,20155,485041,Reno County,3251231986,43517492,1255.308,16.802,37.948185,-98.078346,Reno,Kansas,G20,G2001550,178758118.3,13065656.11,339999957,189225.26,211360.74,18874991.76,49.295471708935175,0,7.653653146699879e-8,7.653653146699879e-8
20173,1,0,1,0,1,0,0,0500000US20173,"Sedgwick County, Kansas",65372,0500000US20173,"Sedgwick County, Kansas",522700,*****,NA,KS,20173,485049,Sedgwick County,2582221169,31389537,997.001,12.12,37.681045,-97.461054,Sedgwick,Kansas,G20,G2001730,120941171.1,8300259.1,204778332.9,1049308.69,1534555.83,27341125.3,524.272292605524,8.268482857447707e-9,0,8.268482857447707e-9
21021,1,0,1,0,1,0,0,0500000US21021,"Boyle County, Kentucky",56568,0500000US21021,"Boyle County, Kentucky",30613,*****,NA,KY,21021,516857,Boyle County,467067884,6486677,180.336,2.505,37.618104,-84.868352,Boyle,Kentucky,G21,G2100210,11191390.65,1567831.67,0,57605.46,56412.71,2182171.12,169.75534557714488,8.935440029519477e-8,0,8.935440029519477e-8
21047,1,1,0,0,1,0,0,0500000US21047,"Christian County, Kentucky",48920,0500000US21047,"Christian County, Kentucky",72766,*****,NA,KY,21047,516870,Christian County,1858731000,16530508,717.66,6.382,36.892059,-87.492986,Christian,Kentucky,G21,G2100470,59298404.49,5703644.4,0,102307.95,326978.85,8968451.84,101.39341749575009,1.6863860142622193e-8,0,1.6863860142622193e-8
21117,1,1,0,0,1,0,0,0500000US21117,"Kenton County, Kentucky",76016,0500000US21117,"Kenton County, Kentucky",169066,*****,NA,KY,21117,516905,Kenton County,415367448,10188508,160.374,3.934,38.930503,-84.533438,Kenton,Kentucky,G21,G2101170,3700929.02,549485.33,0,278878.46,230386.4,1977235.54,1054.1983114469926,2.702024260924626e-7,0,2.702024260924626e-7
21161,1,0,1,0,1,0,0,0500000US21161,"Mason County, Kentucky",48460,0500000US21161,"Mason County, Kentucky",17068,*****,NA,KY,21161,516924,Mason County,621926398,16274513,240.127,6.284,38.594137,-83.828125,Mason,Kentucky,G21,G2101610,11871953.7,1655626.21,0,32329.97,72640.35,2509846.72,71.07905400059136,8.423213442956739e-8,0,8.423213442956739e-8
21163,1,0,1,0,1,0,0,0500000US21163,"Meade County, Kentucky",68518,0500000US21163,"Meade County, Kentucky",29964,*****,NA,KY,21163,516928,Meade County,791146216,49058513,305.463,18.942,37.967476,-86.200863,Meade,Kentucky,G21,G2101630,18328676.38,2667610.99,0,52670.99,27138.08,2898028.6,98.09371347757339,5.455931346418372e-8,0,5.455931346418372e-8
23001,1,1,0,0,1,0,0,0500000US23001,"Androscoggin County, Maine",64500,0500000US23001,"Androscoggin County, Maine",111532,*****,NA,ME,23001,581286,Androscoggin County,1211995418,75541705,467.954,29.167,44.167681,-70.207435,Androscoggin,Maine,G23,G2300010,17651537.91,1216615.53,0,158750.71,297053.25,4438568.92,238.3396658645935,5.665228747198719e-8,0,5.665228747198719e-8
23003,1,1,0,0,0,0,1,0500000US23003,"Aroostook County, Maine",50843,0500000US23003,"Aroostook County, Maine",67237,*****,NA,ME,23003,581287,Aroostook County,17278254267,404986869,6671.172,156.366,46.709193,-68.612409,Aroostook,Maine,G23,G2300030,296527191,56870500.96,0,110222.97,168626.51,31417432.39,10.078738788326849,0,1.7583808532007698e-8,1.7583808532007698e-8
23007,1,1,0,0,1,0,0,0500000US23007,"Franklin County, Maine",56890,0500000US23007,"Franklin County, Maine",29839,*****,NA,ME,23007,581289,Franklin County,4395226705,121284631,1697.007,46.828,44.976724,-70.414935,Franklin,Maine,G23,G2300070,18416988.17,18007966.58,0,48425.04,116801.41,10649859.49,17.58330990974109,5.429769464851646e-8,0,5.429769464851646e-8
23009,1,1,0,0,1,0,0,0500000US23009,"Hancock County, Maine",64149,0500000US23009,"Hancock County, Maine",55851,*****,NA,ME,23009,581290,Hancock County,4110645606,1962696193,1587.129,757.801,44.564906,-68.370703,Hancock,Maine,G23,G2300090,64699903.67,8867802.02,0,106775.42,178896.39,15854141.48,35.18995620393806,1.545597355292013e-8,0,1.545597355292013e-8
23011,5,5,0,0,3,0,2,0500000US23011,"Kennebec County, Maine",62118,0500000US23011,"Kennebec County, Maine",124003,*****,NA,ME,23011,581291,Kennebec County,2246739232,216791392,867.471,83.704,44.417012,-69.765764,Kennebec,Maine,G23,G2300110,35476145.91,1307257.54,0,230091.17,345013.74,8409798,142.9477181369752,8.456386462077217e-8,1.5299204164467852e-6,1.6144842810675574e-6
23017,4,4,0,0,2,0,2,0500000US23017,"Oxford County, Maine",54780,0500000US23017,"Oxford County, Maine",58276,*****,NA,ME,23017,581294,Oxford County,5379296162,255883190,2076.958,98.797,44.4945,-70.734421,Oxford,Maine,G23,G2300170,19229470.32,17415484.19,0,97164.3,168266.55,15236596.57,28.058343018972938,1.0400702498393101e-7,1.1484033278548771e-07,2.188473577694187e-7
23019,4,4,0,0,4,0,0,0500000US23019,"Penobscot County, Maine",59438,0500000US23019,"Penobscot County, Maine",152640,*****,NA,ME,23019,581295,Penobscot County,8798671486,414011334,3397.186,159.851,45.409284,-68.666616,Penobscot,Maine,G23,G2300190,179673363.7,14240937.05,0,223708.24,356508.93,20894155.03,44.931304909416205,2.2262621000844545e-8,0,2.2262621000844545e-8
23025,2,2,0,0,2,0,0,0500000US23025,"Somerset County, Maine",53527,0500000US23025,"Somerset County, Maine",50656,*****,NA,ME,23025,581298,Somerset County,10163811939,437942553,3924.27,169.091,45.503646,-69.95611,Somerset,Maine,G23,G2300250,149791187.9,34479053.2,0,86123.05,330856.99,14593984.76,12.908388056887013,1.335192028342276e-8,0,1.335192028342276e-8
23027,4,4,0,0,0,2,2,0500000US23027,"Waldo County, Maine",62694,0500000US23027,"Waldo County, Maine",39772,*****,NA,ME,23027,581299,Waldo County,1891279833,347573350,730.227,134.199,44.475023,-69.117429,Waldo,Maine,G23,G2300270,25142751.91,2615654.03,0,69990.51,155829.4,8840538.04,54.4652553247141,0,7.646271169891685e-7,7.646271169891685e-7
24001,1,0,1,0,0,0,1,0500000US24001,"Allegany County, Maryland",55248,0500000US24001,"Allegany County, Maryland",68161,*****,NA,MD,24001,1713506,Allegany County,1093489886,14710933,422.199,5.68,39.612313,-78.703104,Allegany,Maryland,G24,G2400010,1313647.46,2586277.87,0,142698.74,200619.2,4357084.21,161.44282672389087,0,3.8665605563875467e-7,3.8665605563875467e-7
24003,1,0,1,0,0,0,1,0500000US24003,"Anne Arundel County, Maryland",116009,0500000US24003,"Anne Arundel County, Maryland",588109,*****,NA,MD,24003,1710958,Anne Arundel County,1074343715,448054686,414.806,172.995,38.991617,-76.560894,Anne Arundel,Maryland,G24,G2400030,13993419.54,195860.71,0,989480.33,1827075.27,4216215.18,1417.792895956182,0,5.105669227891597e-6,5.105669227891597e-6
24013,1,0,1,0,1,0,0,0500000US24013,"Carroll County, Maryland",111672,0500000US24013,"Carroll County, Maryland",173225,*****,NA,MD,24013,1696228,Carroll County,1159317311,13111616,447.615,5.062,39.563328,-77.01533,Carroll,Maryland,G24,G2400130,16440626.68,1012520.62,0,432463.95,658048.02,7614404.06,386.99552070417656,6.082493200922192e-8,0,6.082493200922192e-8
24039,1,0,1,0,0,0,1,0500000US24039,"Somerset County, Maryland",52149,0500000US24039,"Somerset County, Maryland",24672,*****,NA,MD,24039,596907,Somerset County,828145299,752652887,319.749,290.601,38.07445,-75.853323,Somerset,Maryland,G24,G2400390,15068193.22,39053.4,0,42647.8,64088.96,5143355.71,77.16052278505953,0,2.5605965165644987e-5,2.5605965165644987e-5
24047,1,0,1,0,0,0,1,0500000US24047,"Worcester County, Maryland",76689,0500000US24047,"Worcester County, Maryland",52827,*****,NA,MD,24047,1668802,Worcester County,1212887337,586800206,468.298,226.565,38.222133,-75.309931,Worcester,Maryland,G24,G2400470,24882419.61,170463.9,0,113938.11,176465.76,8003656.19,112.80637542761234,0,5.866344721668342e-6,5.866344721668342e-6
25011,1,1,0,0,1,0,0,0500000US25011,"Franklin County, Massachusetts",70383,0500000US25011,"Franklin County, Massachusetts",70980,*****,NA,MA,25011,606932,Franklin County,1810943461,65594687,699.209,25.326,42.584504,-72.591792,Franklin,Massachusetts,G25,G2500110,4738824.3,3300325.99,0,118973.91,230390.05,9215272.95,101.51471162413529,2.1102280580438487e-7,0,2.1102280580438487e-7
25015,1,1,0,0,1,0,0,0500000US25015,"Hampshire County, Massachusetts",84025,0500000US25015,"Hampshire County, Massachusetts",153931,*****,NA,MA,25015,606934,Hampshire County,1365533874,46625894,527.236,18.002,42.339459,-72.663694,Hampshire,Massachusetts,G25,G2500150,6565714.38,1178840.01,0,223929.24,334930.91,6001201.81,291.9584398637422,1.5230635116357285e-7,0,1.5230635116357285e-7
25017,1,1,0,0,1,0,0,0500000US25017,"Middlesex County, Massachusetts",121304,0500000US25017,"Middlesex County, Massachusetts",1623109,*****,NA,MA,25017,606935,Middlesex County,2118293312,75289849,817.878,29.07,42.481718,-71.394916,Middlesex,Massachusetts,G25,G2500170,13956754.2,193260.31,0,1843069.86,4898648.7,10732991.08,1984.5368135589904,7.164989693663875e-8,0,7.164989693663875e-8
25027,1,1,0,0,1,0,0,0500000US25027,"Worcester County, Massachusetts",88524,0500000US25027,"Worcester County, Massachusetts",858898,*****,NA,MA,25027,606940,Worcester County,3912636723,177350055,1510.678,68.475,42.311693,-71.940282,Worcester,Massachusetts,G25,G2500270,24045849.6,2113772.39,0,1023393.29,2264159.68,23319204.71,568.5513392000148,4.15872184445502e-8,0,4.15872184445502e-8
26013,1,1,0,0,0,0,1,0500000US26013,"Baraga County, Michigan",51911,0500000US26013,"Baraga County, Michigan",8245,*****,NA,MI,26013,1622949,Baraga County,2326915096,441618700,898.427,170.51,46.695859,-88.36181,Baraga,Michigan,G26,G2600130,44444782.74,3096058.51,0,16923.83,22784.52,6055870.91,9.177150731222458,0,3.229913119439077e-7,3.229913119439077e-7
26017,3,3,0,0,2,0,1,0500000US26017,"Bay County, Michigan",57887,0500000US26017,"Bay County, Michigan",103752,*****,NA,MI,26017,1622951,Bay County,1145834942,487713372,442.409,188.307,43.699711,-83.978701,Bay,Michigan,G26,G2600170,45816479.07,1109601.45,0,250264.12,249605.52,9497270.88,234.51602476441482,4.365241591228193e-8,9.012244892073637e-7,9.448769051196455e-7
26023,3,3,0,0,0,0,3,0500000US26023,"Branch County, Michigan",60600,0500000US26023,"Branch County, Michigan",44795,*****,NA,MI,26023,1622954,Branch County,1311597690,34428004,506.411,13.293,41.918455,-85.066885,Branch,Michigan,G26,G2600230,49147983.29,905847.23,0,102352.95,246325.52,10904098.72,88.45581948259418,0,3.3118167177041543e-6,3.3118167177041543e-6
26037,2,1,1,0,2,0,0,0500000US26037,"Clinton County, Michigan",82594,0500000US26037,"Clinton County, Michigan",79249,*****,NA,MI,26037,1622961,Clinton County,1469427626,18687990,567.349,7.215,42.950455,-84.591695,Clinton,Michigan,G26,G2600370,58917355.44,1660985.12,0,213727.24,220828.72,11979951.57,139.68298172729658,3.394585491938367e-8,0,3.394585491938367e-8
26047,1,0,1,0,0,0,1,0500000US26047,"Emmet County, Michigan",69690,0500000US26047,"Emmet County, Michigan",34072,*****,NA,MI,26047,1622966,Emmet County,1210937829,1073422144,467.546,414.451,45.590094,-84.986822,Emmet,Michigan,G26,G2600470,19156154.17,3154944.5,0,85259.76,125354.63,7623363.28,72.87411292150932,0,3.169627865086058e-7,3.169627865086058e-7
26049,3,3,0,0,3,0,0,0500000US26049,"Genesee County, Michigan",58594,0500000US26049,"Genesee County, Michigan",405280,*****,NA,MI,26049,1622967,Genesee County,1649677902,32744787,636.944,12.643,43.021077,-83.706372,Genesee,Michigan,G26,G2600490,50082344.5,800802.54,0,896199.83,741205.43,11855836.82,636.2882765203849,5.990134906723467e-8,0,5.990134906723467e-8
26061,2,2,0,0,1,0,1,0500000US26061,"Houghton County, Michigan",52736,0500000US26061,"Houghton County, Michigan",37414,*****,NA,MI,26061,1622973,Houghton County,2613563871,1275349279,1009.103,492.415,46.998427,-88.651903,Houghton,Michigan,G26,G2600610,45129489.92,5980880.12,0,69493.42,45414.4,11003789.23,37.07649268706961,2.215846006176176e-8,1.6719947230776464e-7,1.893579323695264e-7
26063,2,1,1,0,0,0,2,0500000US26063,"Huron County, Michigan",54475,0500000US26063,"Huron County, Michigan",31461,*****,NA,MI,26063,1622974,Huron County,2165276749,3369017439,836.018,1300.785,43.907616,-82.857045,Huron,Michigan,G26,G2600630,94017866.79,2340046.6,0,93999.99,342773.68,19331460.1,37.63196486200058,0,8.546838340740735e-7,8.546838340740735e-7
26065,2,2,0,0,0,0,2,0500000US26065,"Ingham County, Michigan",62548,0500000US26065,"Ingham County, Michigan",282540,*****,NA,MI,26065,1622975,Ingham County,1440243334,11999082,556.081,4.633,42.603534,-84.373811,Ingham,Michigan,G26,G2600650,48199094.98,888125.46,0,487386.74,901135.69,11902855.29,508.091447109324,0,2.2519340904831173e-6,2.2519340904831173e-6
26087,2,2,0,0,0,0,2,0500000US26087,"Lapeer County, Michigan",75402,0500000US26087,"Lapeer County, Michigan",88687,*****,NA,MI,26087,1622986,Lapeer County,1675677867,41080675,646.983,15.861,43.088633,-83.224325,Lapeer,Michigan,G26,G2600870,61150761.99,1021548.19,0,203523.06,478673.12,11706800.38,137.07779029742667,0,1.957812680378789e-6,1.957812680378789e-6
26089,1,1,0,0,0,0,1,0500000US26089,"Leelanau County, Michigan",82345,0500000US26089,"Leelanau County, Michigan",22426,*****,NA,MI,26089,1622987,Leelanau County,899244064,5659103150,347.2,2184.992,45.146182,-86.051574,Leelanau,Michigan,G26,G2600890,9168266.81,1073047.21,0,61271.68,99977.46,5986062.36,64.5910138248848,0,9.319254462252411e-7,9.319254462252411e-7
26091,3,3,0,0,1,0,2,0500000US26091,"Lenawee County, Michigan",65484,0500000US26091,"Lenawee County, Michigan",99263,*****,NA,MI,26091,1622988,Lenawee County,1941553493,30470229,749.638,11.765,41.896022,-84.074356,Lenawee,Michigan,G26,G2600910,79904354.2,2833491.99,0,250825.8,329707.08,16103613.86,132.41457877001966,1.2514962545057401e-8,7.058428282340053e-7,7.183577907790626e-7
26093,5,5,0,0,4,0,0,0500000US26093,"Livingston County, Michigan",96135,0500000US26093,"Livingston County, Michigan",194302,*****,NA,MI,26093,1622989,Livingston County,1464078927,52115360,565.284,20.122,42.602532,-83.911718,Livingston,Michigan,G26,G2600930,39241196.68,250404.93,0,468570.06,562386.71,9801004.15,343.72457030448413,1.01933690570621e-7,0,1.01933690570621e-7
26103,1,1,0,0,1,0,0,0500000US26103,"Marquette County, Michigan",63115,0500000US26103,"Marquette County, Michigan",66376,*****,NA,MI,26103,1622994,Marquette County,4685463544,4185295221,1809.068,1615.952,46.656596,-87.584028,Marquette,Michigan,G26,G2601030,78082502.43,5799773.21,0,146764.47,196397.13,20394831.68,36.69071588243228,1.2806966591477874e-8,0,1.2806966591477874e-8
26105,1,0,1,0,0,0,1,0500000US26105,"Mason County, Michigan",60744,0500000US26105,"Mason County, Michigan",29178,*****,NA,MI,26105,1622995,Mason County,1281963203,1935616622,494.969,747.346,43.957196,-86.442937,Mason,Michigan,G26,G2601050,21087783.05,1769870.78,0,70438.11,102489.82,8708792.26,58.949146310172964,0,5.650130005536336e-7,5.650130005536336e-7
26115,7,7,0,0,7,0,0,0500000US26115,"Monroe County, Michigan",72573,0500000US26115,"Monroe County, Michigan",154823,*****,NA,MI,26115,1623000,Monroe County,1422841177,338180469,549.362,130.572,41.916097,-83.487106,Monroe,Michigan,G26,G2601150,58675325.92,1739235.79,0,378077.51,617627.67,13743791.08,281.82327863958557,1.1930057294516005e-7,0,1.1930057294516005e-7
26117,5,5,0,0,3,0,2,0500000US26117,"Montcalm County, Michigan",61250,0500000US26117,"Montcalm County, Michigan",66901,*****,NA,MI,26117,1623001,Montcalm County,1826793471,39944685,705.329,15.423,43.312782,-85.149468,Montcalm,Michigan,G26,G2601170,65153033.9,1167914.78,0,139844.65,194994.32,13122827.77,94.85077176750141,4.6045438261624834e-8,1.7124537117340017e-6,1.7584991499956266e-6
26121,2,2,0,0,1,0,1,0500000US26121,"Muskegon County, Michigan",61347,0500000US26121,"Muskegon County, Michigan",175947,*****,NA,MI,26121,1623003,Muskegon County,1305130150,2476314283,503.914,956.11,43.428739,-86.420908,Muskegon,Michigan,G26,G2601210,35068846.59,1312499.74,0,377397.49,357466.3,9241687.19,349.16076949638233,2.8515337606944657e-8,7.619049128344971e-7,7.904202504414418e-7
26127,1,1,0,0,1,0,0,0500000US26127,"Oceana County, Michigan",60691,0500000US26127,"Oceana County, Michigan",26707,*****,NA,MI,26127,1623006,Oceana County,1393686390,1988709489,538.105,767.845,43.603954,-86.467177,Oceana,Michigan,G26,G2601270,21805645.68,1507757.3,0,57868.61,119270.47,10907148.51,49.63157748023155,4.585968306901335e-8,0,4.585968306901335e-8
26147,1,1,0,0,1,0,0,0500000US26147,"St. Clair County, Michigan",66887,0500000US26147,"St. Clair County, Michigan",160257,*****,NA,MI,26147,1625033,St. Clair County,1868679901,297835534,721.501,114.995,42.928803,-82.668913,St. Clair,Michigan,G26,G2601470,69426868.15,1406992.41,0,382635.75,691455.42,15018022.65,222.11611626317912,1.4403645543097998e-8,0,1.4403645543097998e-8
26151,3,3,0,0,0,0,3,0500000US26151,"Sanilac County, Michigan",55740,0500000US26151,"Sanilac County, Michigan",40759,*****,NA,MI,26151,1623016,Sanilac County,2493048507,1624879474,962.571,627.369,43.449155,-82.642815,Sanilac,Michigan,G26,G2601510,106878504.1,4558953.28,0,103526.48,350119.91,18761953.75,42.34388943776615,0,6.580457872119277e-7,6.580457872119277e-7
26155,2,1,1,0,1,0,1,0500000US26155,"Shiawassee County, Michigan",62498,0500000US26155,"Shiawassee County, Michigan",68124,*****,NA,MI,26155,1623018,Shiawassee County,1375198052,25833528,530.967,9.974,42.951545,-84.146352,Shiawassee,Michigan,G26,G2601550,56568392.33,1752711.8,0,170961.47,176174.1,12432900.03,128.30175886637022,1.7677716456326947e-8,5.705444557399567e-7,5.882221721962837e-7
26157,5,5,0,0,1,0,4,0500000US26157,"Tuscola County, Michigan",59815,0500000US26157,"Tuscola County, Michigan",53218,*****,NA,MI,26157,1623019,Tuscola County,2084527021,282490891,804.84,109.07,43.487902,-83.436618,Tuscola,Michigan,G26,G2601570,88749056.91,3679942.2,0,134941.39,369579.32,16377598.19,66.12245912231002,1.1267725368778795e-8,1.0869735943135194e-6,1.0982413196822982e-6
26159,1,1,0,0,1,0,0,0500000US26159,"Van Buren County, Michigan",65531,0500000US26159,"Van Buren County, Michigan",75636,*****,NA,MI,26159,1623020,Van Buren County,1574177248,1248660328,607.793,482.11,42.28215,-86.306076,Van Buren,Michigan,G26,G2601590,55628458.41,815887.7,0,159329.95,363364.77,12410574.4,124.44368395160852,1.7976410430604995e-8,0,1.7976410430604995e-8
26161,2,2,0,0,2,0,0,0500000US26161,"Washtenaw County, Michigan",84245,0500000US26161,"Washtenaw County, Michigan",370231,*****,NA,MI,26161,1623021,Washtenaw County,1828539923,42523115,706.003,16.418,42.252217,-83.843423,Washtenaw,Michigan,G26,G2601610,53942139.02,745138.87,0,564817.49,1088542.75,12247048.66,524.4042872339069,3.70767647767632e-8,0,3.70767647767632e-8
27053,1,1,0,0,1,0,0,0500000US27053,"Hennepin County, Minnesota",92595,0500000US27053,"Hennepin County, Minnesota",1270787,*****,NA,MN,27053,659472,Hennepin County,1434901813,136571331,554.019,52.73,45.006121,-93.475228,Hennepin,Minnesota,G27,G2700530,16824014.65,185746.28,0,1435302.88,2748551.32,13297377.01,2293.7606832978654,5.943884505592725e-8,0,5.943884505592725e-8
27163,1,1,0,0,1,0,0,0500000US27163,"Washington County, Minnesota",110828,0500000US27163,"Washington County, Minnesota",268651,*****,NA,MN,27163,659526,Washington County,996506573,99862798,384.753,38.557,45.037929,-92.890117,Washington,Minnesota,G27,G2701630,25260999.19,799451.72,0,481503.35,510178.19,7153239.18,698.2427687373458,3.958671596790467e-8,0,3.958671596790467e-8
27171,1,0,1,0,1,0,0,0500000US27171,"Wright County, Minnesota",102980,0500000US27171,"Wright County, Minnesota",142543,*****,NA,MN,27171,659530,Wright County,1712355505,137900086,661.144,53.244,45.175091,-93.966396,Wright,Minnesota,G27,G2701710,62836538.33,1735189.44,0,269470.32,349943.78,15869455.8,215.60053483053616,1.591430760791243e-8,0,1.591430760791243e-8
29019,1,0,1,0,0,0,1,0500000US29019,"Boone County, Missouri",66564,0500000US29019,"Boone County, Missouri",184043,*****,NA,MO,29019,758464,Boone County,1775569567,14222019,685.551,5.491,38.989861,-92.310202,Boone,Missouri,G29,G2900190,57584069.44,4019788.63,0,331454.67,450000.77,11411704.43,268.45996869671256,0,2.4876929909620645e-7,2.4876929909620645e-7
